Epoch,Wall Time, total_Training_time, Training_batchLoad_time, Train_inference_time, Train_loss, Train_top_1, Test_batchLoad_time, Test_inference_time, Test_loss, Test_top_1
0,28.755303808999997,7.147430298002973, 0.27427062800074964, 3.821428985002285, 1.9393312104827607, 30.768, 0.05892089000053602, 0.40662466099865924, 1.5716533162925816, 42.54
1,54.61332298100001,4.187130418996048, 0.27874209600258837, 1.7647686809982588, 1.432986816786744, 46.992, 0.06040776799954983, 0.2848436890019457, 1.352226189420193, 52.69
2,80.25922776000016,4.0784123429994, 0.2809134399949471, 1.6912642130007498, 1.1529531849314794, 58.55, 0.05710546300065289, 0.2685308590002933, 0.9879344211349005, 64.83




Total Time to finish the program 80.259280601 sec
Average Running Time per epoch: 51.039 sec, Average Training Time per epoch: 51.039 sec 
